티커	종목명	CIK	유니버스	종합판정	종합판정사유	현재가	EPS(FY)	EPS기준연도	배당수익률(%)	현금및현금성자산	유가증권성자산	현금성자산합계	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당감안점수(1년)	배당감안점수(3년)	배당감안점수(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	발행주식수	비고
FTNT	Fortinet, Inc.	0001262039	Nasdaq 100	제외	PEG=보통, PEGY=판정불가	86.29000091552734	2.42	2025		2495300000.0	775500000.0	3270800000.0	496600000.0	499700000.0	1237500000.0	9151700000.0	11.911408000616024	88.08859199938398	0.1352207786531464	3.628302380329584	2.9747580434213967	34.15772666743709	34.42778631078758	7.079646017699122	31.674951451459886	-3.62054294817038	22.659292035398245	71.84990290291978	1.2589141036592402	54.83548672566375	173.87676502506585	3.046572130855361	-36.45209625232899	101.50279659317728	-96.46937988349569	3년	71.84990290291978	173.87676502506585	101.50279659317727						판정불가		판정불가	3년	31.674951451459886	1.078382920958282	보통	N	FCF<=0	764600000.0	단기위험부채 존재
CSCO	CISCO SYSTEMS, INC.	0000858877	Nasdaq 100	제외	PEG=보통, PEGY=불리(<1)	91.8499984741211	2.55	2025	1.83	8346000000.0	7764000000.0	16110000000.0	22861000000.0	31000000.0	46843000000.0	75448000000.0	38.30453590206965	61.69546409793034	0.6208647015162762	-1.6885942971485743	-1.6963481740870434	36.68180108677242	36.684841822826726	0.3937007874015664	-3.299135343193793	32.687404272277206	9.287401574803132	1.9017293136124138	73.87480854455441	23.682874015747984	4.849409749711655	188.38076178861374	-74.21570559696778	-94.720294142326	105.09609680798238	5년	73.87480854455441	188.38076178861374	105.09609680798238	0.06062136322426765	-0.04005079629864653	0.9409953505452135	3.3236618309154577	3.618575815057749	5년	0.9409953505452135	불리(<1)	5년	32.687404272277206	1.1221998780087574	보통	N	주당순현금<=0	3998000000.0	단기위험부채 존재
CPRT	COPART INC	0000900075	Nasdaq 100	제외	PEG=보통, PEGY=판정불가	33.27000045776367	1.59	2025		186319000.0		186319000.0	325386000.0	50370000.0	5987440000.0	883411000.0	87.14262614630996	12.85737385369003	6.777638041636339	-0.1422588620886838	-0.19378495299024207	21.013999572234184	21.046405918713152	13.571428571428584	-29.408420975097684	18.170645193625703	35.64285714285717	-50.31684195019537	44.841290387251405	56.6721428571429	-80.00377870081064	71.29765171572974	70.34007236966615	-340.46822242270656	114.30012243685495	5년	44.841290387251405	71.29765171572974	114.30012243685495				1.2590083708159985	3.784215069111021	판정불가		판정불가	5년	18.170645193625703	1.156480650428744	보통	N	주당순현금<=0	977563000.0	단기위험부채 존재
SHOP	SHOPIFY INC.	0001594805	Nasdaq 100	보류	PEG=보통, PEGY=판정불가	127.66999816894531	0.94	2025		1545000000.0	4233000000.0	5778000000.0			13473000000.0					4.427744808376297	4.427744808376297	131.1087801708181	131.1087801708181	-39.35483870967742	111.045429449015	-18.348227303268583	-70.20967741935485	230.59085889802998	-28.196454606537166	-65.99709677419355	216.75540736414817	-26.504667330144933	-151.69350491167063	69.77787301078865	-120.7602942823508	3년	230.59085889802998	216.75540736414817	69.77787301078865				1.5379861250279039	1.2046574348600614	판정불가		판정불가	3년	111.04542944901499	1.1806769609641157	보통	Y		1304953255.0	
WBD	Warner Bros. Discovery, Inc.	0001437107	Nasdaq 100	제외	PEG=보통, PEGY=판정불가	26.969999313354492	0.29	2025		4566000000.0		4566000000.0	32567000000.0	0.0	35919000000.0	62919000000.0	36.34128574030232	63.65871425969769	0.5708768416535546	-11.067588932806323	-11.067588932806323	131.16409740055454	131.16409740055454	106.27705627705627			221.05411255411255			64.10569264069264			137.6926001957664			1년	221.05411255411255	64.10569264069264	137.6926001957664				1.2205533596837945	4.525596554536893	판정불가		판정불가	1년	106.27705627705627	1.2341713441762974	보통	N	주당순현금<=0	2530000000.0	
AMZN	AMAZON COM INC	0001018724	Nasdaq 100	보류	PEG=보통, PEGY=판정불가	268.260009765625	7.17	2025		86810000000.0	36219000000.0	123029000000.0	65648000000.0	455000000.0	411065000000.0					5.29980604045442	5.257781472245313	36.67506328105587	36.68092444817011	29.656419529837247		-12.638188158251552	67.8128390596745		-16.776376316503104	486.2180560578662		-120.28661818932726	81.24880278751503		-144.83956378530664	1년	67.8128390596745	486.2180560578662	81.24880278751503				12.263507896924356	4.571500577979853	판정불가		판정불가	1년	29.656419529837247	1.2366652435624328	보통	Y		10827000000.0	단기위험부채 존재
INTU	INTUIT INC.	0000896878	Nasdaq 100	제외	PEG=보통, PEGY=불리(<1)	399.0400085449219	13.67	2025	1.16	2884000000.0	485000000.0	3369000000.0	5973000000.0	0.0	19710000000.0	17248000000.0	53.33080794415282	46.66919205584718	1.1427411873840445	-9.201413427561837	-9.201413427561837	29.864039646853232	29.864039646853232	31.064237775647175	23.37079928562375	52.08691360323674	70.62847555129434	55.24159857124751	112.67382720647348	965.4912607861937	755.1526524689534	1540.2512179124924	141.95349842408186	89.24234069224721	285.98917024108346	3년	55.24159857124751	755.1526524689534	89.24234069224721	1.0790314423870193	0.8214159763951613	1.782977595559392	21.636042402826856	5.422023340897955	3년	0.8214159763951613	불리(<1)	3년	23.370799285623754	1.2778356136592943	보통	N	주당순현금<=0	283000000.0	
MU	MICRON TECHNOLOGY INC	0000723125	Nasdaq 100	보류	PEG=보통, PEGY=불리(<1)	542.2100219726562	7.59	2025	11.0	9642000000.0	665000000.0	10307000000.0	3038000000.0	224000000.0	54165000000.0	28633000000.0	65.41824681755598	34.58175318244402	1.8916983899696154	6.461333333333333	6.262222222222222	70.58612498541804	70.61235833339052	984.2857142857143	-0.6929629272242499	54.22135148690352	1977.0714285714287	7.1140741455515	116.94270297380704	15005.972142857143	53.995822764735884	887.5951155711955	2667.557133721497	-90.04152992814676	63.69950380886857	5년	116.94270297380704	887.5951155711955	63.69950380886857	14.10030249558712	0.1460207239723815	0.9239967699087777	1.4826666666666666	0.2734487756741313	3년	0.1460207239723815	불리(<1)	5년	54.22135148690352	1.3018141940351158	보통	Y		1125000000.0	단기위험부채 존재
WDAY	Workday, Inc.	0001327811	Nasdaq 100	보류	PEG=보통, PEGY=판정불가	126.95999908447266	2.59	2026		1501000000.0	3942000000.0	5443000000.0	2987000000.0	0.0	7805000000.0	10269000000.0	43.18357862122386	56.81642137877614	0.7600545330606681	9.160180070640802	9.160180070640802	45.48255560379609	45.48255560379609	32.82051282051282			74.14102564102564			192.0252564102564			51.248627752818955			1년	74.14102564102564	192.0252564102564	51.248627752818955				10.357418589645565	8.158017221435447	판정불가		판정불가	1년	32.82051282051282	1.385796616053162	보통	Y		268117000.0	
FAST	FASTENAL CO	0000815556	Nasdaq 100	보류	PEG=보통, PEGY=불리(<1)	44.90999984741211	1.09	2025	2.05	276800000.0	27165000.0	303965000.0	100000000.0	25000000.0	3943600000.0					0.1773093413120836	0.15557652669780128	41.039165601926626	41.05910396395808	-45.49999999999999	-16.762013813238276	26.237828742825165	-82.49999999999999	-25.024027626476553	60.97565748565033	-89.925	-27.276190112859446	66.46346665935887	-300.2338016155256	-160.73522646522832	47.99257823464178	5년	60.97565748565033	66.46346665935887	47.99257823464178	-1.0587447225769178	-0.35848715726685254	0.6892885936622738	0.9132998013505995	2.033622365739615	5년	0.6892885936622738	불리(<1)	5년	26.237828742825165	1.5641220165044694	보통	Y		1150334204.0	단기위험부채 존재
KDP	Keurig Dr Pepper Inc.	0001418135	Nasdaq 100	제외	PEG=보통, PEGY=불리(<1)	29.09000015258789	1.53	2025	3.16	1026000000.0		1026000000.0	13036000000.0	0.0	25516000000.0	29943000000.0	46.0087632304946	53.9912367695054	0.8521524229369135	-8.812738479600823	-8.812738479600823	24.77303178574426	24.77303178574426	45.714285714285715	14.847977704937376	38.520495126762675	99.92857142857143	38.195955409874756	85.54099025352535	152.8907142857143	58.439811777108375	130.8777150878938	425.5782519207478	100.89312984039114	349.9062028236212	3년	38.195955409874756	58.439811777108375	100.89312984039114	1.9728826950607887	0.726918604904069	1.6824947179354885	1.1043439976518932	3.7963011064255667	3년	0.726918604904069	불리(<1)	3년	14.847977704937376	1.6684448399667595	보통	N	주당순현금<=0	1362800000.0	
ADP	AUTOMATIC DATA PROCESSING INC	0000008670	Nasdaq 100	제외	PEG=보통, PEGY=불리(<1)	214.2100067138672	9.98	2025	3.17	3347800000.0	2032200000.0	5380000000.0	3974700000.0	0.0	6188000000.0	47181300000.0	11.594680837110474	88.40531916288953	0.13115365621549216	3.4384634206019085	3.4384634206019085	21.119393115557642	21.119393115557642	9.670329670329679	12.54965474117824	11.853901524507116	27.840659340659357	33.59930948235648	32.20780304901423	277.84978021978037	335.3211086339177	321.433874429162	29.709057238824776	56.538489390846095	50.05548963850228	3년	33.59930948235648	335.3211086339177	56.538489390846095	0.6079876254053354	0.7443232225076736	0.7113794152275962			3년	0.7443232225076736	불리(<1)	3년	12.54965474117824	1.6828664653426808	보통	N	FCF<=0	408700000.0	
